Ship name,IMO Number,Flag,Gross tonnage,Type of ship,Date,Time,Area,Latitude,Longitude,Place,Label
VELOS,8902216.0,Cyprus,36438.0,"Bulk Dry (general, ore) Carrier",2006-09-03,06:35,North Atlantic Ocean,57° 30.00' N,9° 30.00' E,In international waters,0
SARDINIA VERA,7360617.0,Italy,12107.0,Passenger / Ro-Ro Cargo Ship,2005-01-11,19:46,North Atlantic Ocean,50° 46.65' N,0° 03.59' E,In port area,0
SUN CROSS,8402400.0,Republic of Korea,3845.0,General Cargo Ship,2005-03-08,03:03,Yellow Sea,34° 40.31' N,122° 05.50' E,In international waters,0
HARVESTER,7328920.0,United Kingdom,154.0,Fish Catching Vessel,2005-11-04,05:48,North Atlantic Ocean,59° 16.20' N,0° 52.20' E,In international waters,0
TANNISBUGT,7813377.0,Denmark,148.0,Fish Catching Vessel,2006-01-11,16:00,North Atlantic Ocean,54° 58.00' N,6° 31.00' E,In international waters,0
JONATHAN SWIFT,9188881.0,Cyprus,5989.0,High Speed Craft,2006-08-01,13:48,North Atlantic Ocean,53° 20.90' N,5° 04.20' W,In international waters,0
ADELE,8113736.0,Greece,4242.0,Oil Tanker,2006-05-24,10:15,Mediterranean Sea,40° 29.70' N,22° 48.20' E,In international waters,0
BETATANK II,8613798.0,Liberia,58086.0,Oil Tanker,2005-07-05,23:05,North Atlantic Ocean,57° 29.00' N,10° 42.00' E,In international waters,0
SALLEQ,8411035.0,Greenland (Denmark),1704.0,Fish Catching Vessel,2005-05-16,06:00,North Atlantic Ocean,62° 42.00' N,6° 46.00' W,In international waters,0
BRITTA BROCK,8510960.0,Denmark,656.0,Fish Catching Vessel,2005-07-30,21:20,North Atlantic Ocean,54° 17.00' N,7° 25.00' E,In international waters,0
SC BALTIC,7393793.0,DIS (Denmark),3382.0,General Cargo Ship,2006-03-11,20:00,North Atlantic Ocean,59° 27.00' N,5° 14.00' E,In international waters,0
GRACELAND,7432238.0,Denmark,464.0,Fish Catching Vessel,2005-04-19,23:30,North Atlantic Ocean,61° 56.00' N,1° 11.00' E,In international waters,0
DORTHE DALSOE,9137193.0,Denmark,19.0,Fish Catching Vessel,2004-11-02,18:40,North Atlantic Ocean,57° 31.00' N,11° 17.00' E,In international waters,0
PACIFIC BLADE,9169366.0,United Kingdom,1974.0,Offshore Supply Ship,2006-05-21,12:13,Arabian Sea,25° 26.27' N,55° 26.58' E,In international waters,0
HANIFE ANA,6909064.0,Turkey,8779.0,General Cargo Ship,2006-02-06,21:50,Mediterranean Sea,40° 47.00' N,17° 40.17' E,In international waters,0
ALICAN DEVAL,7500578.0,Turkey,4446.0,General Cargo Ship,2006-02-01,20:33,Mediterranean Sea,36° 38.60' N,15° 04.70' E,In international waters,0
BBC SCOTLAND,9266322.0,Gibraltar (United Kingdom),4090.0,General Cargo Ship,2005-03-07,19:37,Mediterranean Sea,39° 22.60' N,14° 20.50' E,In international waters,0
TARENTUM,8417845.0,Italy,273.0,Towing / Pushing Tug,2005-05-18,12:15,North Atlantic Ocean,43° 19.00' N,6° 42.00' E,In international waters,0
ITA,6510241.0,Panama,1124.0,"Other Dry Cargo (livestock, barge, heavy cargo, etc.) Carrier",2005-02-22,17:10,Mediterranean Sea,38° 43.70' N,13° 10.60' E,In international waters,0
TRAKYA,9175494.0,Italy,20775.0,Passenger / Ro-Ro Cargo Ship,2004-08-05,06:50,North Atlantic Ocean,40° 18.00' N,7° 16.00' E,In international waters,0
RAZZOLI,8611532.0,Italy,1715.0,Passenger / Ro-Ro Cargo Ship,2004-09-08,23:20,Mediterranean Sea,38° 25.24' N,14° 57.90' E,In international waters,0
SIDER CRUSADER,8906482.0,Italy,3774.0,General Cargo Ship,2004-02-26,09:20,Mediterranean Sea,37° 58.60' N,15° 36.30' E,In international waters,0
IRINIKOS,8221454.0,Panama,35744.0,"Bulk Dry (general, ore) Carrier",2004-10-15,15:55,Mediterranean Sea,40° 39.00' N,18° 01.00' E,In port area,0
LE PONANT,8914219.0,France,1443.0,Passenger Ship,2004-10-23,18:22,Mediterranean Sea,38° 32.50' N,15° 02.70' E,In international waters,0
FOUR ETOILES,8225034.0,Italy,32861.0,Bulk Dry / Oil Carrier,2004-03-27,08:50,North Atlantic Ocean,36° 41.00' N,0° 00.10' E,In international waters,0
ELPIDA,7613870.0,Honduras,3962.0,General Cargo Ship,2004-10-14,01:30,Mediterranean Sea,43° 40.00' N,13° 55.00' E,In international waters,0
ICHNUSA,8412871.0,Italy,2181.0,Passenger / Ro-Ro Cargo Ship,2004-07-28,09:45,North Atlantic Ocean,43° 23.20' N,9° 09.00' E,In port area,0
EAGLE I,9181596.0,Indonesia,115.0,Towing / Pushing Tug,2004-02-12,19:30,Mediterranean Sea,41° 19.60' N,16° 16.70' E,In international waters,0
BLUE GAS,8013259.0,Italy,3102.0,Liquefied Gas Tanker,2004-10-30,11:30,Mediterranean Sea,37° 55.00' N,15° 44.00' E,In international waters,0
ALEXIA M,7729746.0,Cyprus,15944.0,"Bulk Dry (general, ore) Carrier",2005-03-22,12:02,North Atlantic Ocean,55° 54.00' N,10° 57.00' E,In international waters,0
STAMOS,8407694.0,Greece,35835.0,"Bulk Dry (general, ore) Carrier",2006-04-24,00:20,Mediterranean Sea,42° 30.00' N,15° 55.00' E,In international waters,0
ORIANA,9050137.0,United Kingdom,69153.0,Passenger Ship,2006-06-11,16:15,North Atlantic Ocean,59° 57.50' N,5° 49.50' E,In international waters,0
MSC BARBARA,9226932.0,Panama,73819.0,Container Ship,2006-04-04,08:16,South China Sea,22° 33.41' N,114° 17.38' E,In international waters,0
MSC INSA,7121243.0,Panama,51608.0,Container Ship,2006-01-13,20:53,North Atlantic Ocean,42° 19.95' N,70° 59.78' W,In international waters,0
MOMBASA STAR,7812165.0,Panama,15879.0,General Cargo Ship,2005-09-04,13:37,Indian Ocean,20° 25.50' N,38° 52.00' E,In international waters,0
ISLE OF MULL,8608339.0,United Kingdom,4719.0,Passenger / Ro-Ro Cargo Ship,2004-12-29,19:05,North Atlantic Ocean,56° 25.72' N,5° 28.57' W,In international waters,0
QUEEN ELIZABETH 2,6725418.0,United Kingdom,70327.0,Passenger Ship,2006-05-15,13:40,North Atlantic Ocean,62° 27.00' N,6° 09.00' W,In international waters,0
PRIDE OF BILBAO,8414582.0,United Kingdom,37583.0,Passenger / Ro-Ro Cargo Ship,2006-04-16,20:55,North Atlantic Ocean,50° 48.80' N,1° 05.80' W,In port area,0
ANGLIAN SOVEREIGN,9262742.0,United Kingdom,2263.0,Towing / Pushing Tug,2005-09-03,21:37,North Atlantic Ocean,60° 07.60' N,1° 23.00' W,In international waters,0
MSC PATRICIA,9000209.0,Panama,13651.0,Container Ship,2006-03-30,16:40,North Atlantic Ocean,56° 05.40' N,10° 31.85' E,In international waters,0
MSC PATRICIA,9000209.0,Panama,13651.0,General Cargo Ship,2006-03-30,16:40,North Atlantic Ocean,56° 05.40' N,10° 31.85' E,In international waters,0
MINERAL OAK,9122784.0,Panama,85721.0,"Bulk Dry (general, ore) Carrier",2005-06-18,14:45,North Atlantic Ocean,37° 56.18' N,8° 51.27' W,In international waters,0
MAMRY II,7725702.0,Panama,11676.0,"Bulk Dry (general, ore) Carrier",2005-10-15,01:06,North Atlantic Ocean,50° 10.10' N,5° 02.30' W,In international waters,0
MSC CRISTIANA,8119716.0,Panama,17700.0,Container Ship,2006-05-13,03:18,North Atlantic Ocean,50° 34.20' N,5° 21.80' W,In international waters,0
LOYALTY,8311493.0,Panama,43363.0,Oil Tanker,2005-07-18,05:12,North Atlantic Ocean,40° 28.70' N,73° 55.40' W,In international waters,0
LONG HAI,7628382.0,Panama,39997.0,"Bulk Dry (general, ore) Carrier",2006-04-06,17:00,Indian Ocean,6° 52.80' N,78° 37.60' E,In international waters,0
LOWLANDS SANGUENAY,8408399.0,Panama,37721.0,Bulk Dry / Oil Carrier,2006-02-27,07:33,North Atlantic Ocean,34° 56.00' N,44° 09.00' W,In international waters,0
KS GLORY,7921813.0,Panama,23479.0,Bulk Dry / Oil Carrier,2005-10-04,10:44,Indian Ocean,22° 16.25' N,92° 30.00' E,In international waters,0
KRAKEN,9161027.0,Panama,3118.0,General Cargo Ship,2006-01-10,15:40,North Atlantic Ocean,9° 23.49' N,79° 36.31' W,In international waters,0
MILLENNIUM,9189419.0,Bahamas,90228.0,Passenger Ship,2005-01-27,17:36,North Atlantic Ocean,18° 19.00' N,64° 55.00' W,In international waters,0
HAMNAVOE,9246061.0,United Kingdom,8780.0,Passenger / Ro-Ro Cargo Ship,2006-05-16,06:30,North Atlantic Ocean,59° 00.00' N,3° 30.00' W,In international waters,0
AL SALAM BOCCACCIO 98,6921282.0,Panama,11779.0,Passenger / Ro-Ro Cargo Ship,2006-02-03,01:33,Indian Ocean,27° 08.85' N,34° 55.03' E,In international waters,0
MARIA A. ANGELICOUSSI,9233703.0,Greece,86201.0,"Bulk Dry (general, ore) Carrier",2006-03-20,11:11,Yellow Sea,39° 46.80' N,121° 11.20' E,In international waters,0
OTILIA,8813697.0,DIS (Denmark),5525.0,Oil Tanker,2006-03-01,06:37,North Atlantic Ocean,53° 33.00' N,8° 35.00' E,In international waters,0
TOR BELGIA,7624063.0,United Kingdom,21491.0,"Bulk Dry (general, ore) Carrier",2006-04-07,11:29,North Atlantic Ocean,54° 41.20' N,5° 29.70' E,In international waters,0
BREAKSEA,8416463.0,United Kingdom,992.0,Oil Tanker,2006-03-26,15:40,North Atlantic Ocean,52° 13.00' N,6° 10.00' W,In international waters,0
SEA-LAND RACER,9116890.0,United Kingdom,49985.0,Container Ship,2005-10-22,09:00,North Atlantic Ocean,26° 54.00' N,86° 51.00' W,In international waters,0
ARIADNE,9174634.0,Greece,38289.0,"Bulk Dry (general, ore) Carrier",2006-02-01,02:20,Mediterranean Sea,40° 57.79' N,28° 52.91' E,In international waters,0
TRANSMAR,9167332.0,Cyprus,2820.0,General Cargo Ship,2005-02-06,06:10,North Atlantic Ocean,54° 45.20' N,10° 44.70' E,In international waters,0
RED FALCON,9064047.0,United Kingdom,3953.0,Passenger / Ro-Ro Cargo Ship,2006-03-10,15:58,North Atlantic Ocean,50° 53.70' N,1° 24.40' W,In international waters,0
MARIBELLA,9316672.0,Greece,39736.0,"Bulk Dry (general, ore) Carrier",2006-01-16,06:12,North Atlantic Ocean,29° 58.95' N,90° 49.35' W,In international waters,0
ISLAND SEAWAY,8600739.0,Malta,3536.0,Ro-Ro Cargo Ship,2006-02-09,17:30,North Atlantic Ocean,34° 53.30' N,14° 30.40' W,In port area,0
STENA EXPLORER,9080194.0,United Kingdom,19638.0,Passenger / Ro-Ro Cargo Ship,2006-02-15,17:42,North Atlantic Ocean,53° 18.00' N,4° 38.00' W,In international waters,0
TOR DANIA,7624051.0,Norway,21850.0,Ro-Ro Cargo Ship,2005-01-23,04:08,North Atlantic Ocean,53° 35.30' N,0° 00.20' E,In international waters,0
GAZ SUEZ,7501376.0,Panama,43713.0,Liquefied Gas Tanker,2005-09-06,08:25,South China Sea,16° 16.20' N,115° 24.50' E,In international waters,0
GAS VISION,9115303.0,Panama,44694.0,Liquefied Gas Tanker,2005-08-14,02:35,Arabian Sea,24° 16.20' N,58° 34.00' E,In international waters,0
GERTRUDE,8907292.0,Panama,4412.0,Oil Tanker,2005-09-10,03:49,Malacca Strait,1° 15.03' N,103° 25.40' E,In international waters,0
ETHNOS,7618296.0,Panama,36303.0,General Cargo Ship,2005-07-31,02:30,Indian Ocean,34° 28.61' S,24° 26.26' E,In international waters,0
ELATION,9118721.0,Panama,70390.0,Passenger / General Cargo Ship,2006-02-03,07:35,North Atlantic Ocean,26° 01.00' N,90° 45.00' W,In international waters,0
ESTELLA,7916466.0,Panama,10837.0,Oil Tanker,2006-01-13,18:55,West Africa,6° 18.10' N,3° 19.10' E,In international waters,0
ECSTASY,8711344.0,Panama,70367.0,Passenger / General Cargo Ship,1990-01-01,05:35,North Atlantic Ocean,27° 57.50' N,70° 00.24' W,In international waters,0
ELEFTHERIA K,8406418.0,Panama,107915.0,"Bulk Dry (general, ore) Carrier",2005-04-10,21:00,Indian Ocean,30° 41.00' N,122° 25.00' E,In international waters,0
SUN INVESTOR,9154036.0,Panama,3866.0,Chemical Tanker,2005-05-10,23:50,South China Sea,21° 09.00' N,113° 08.00' E,In international waters,0
CORONA Z,7368059.0,Panama,2406.0,General Cargo Ship,2005-07-15,12:30,Mediterranean Sea,41° 16.30' N,29° 04.00' E,In international waters,0
CARNIVAL LEGEND,9224726.0,Panama,85942.0,Passenger / General Cargo Ship,2005-07-13,05:20,North Atlantic Ocean,19° 22.00' N,64° 48.00' W,In international waters,0
CARNIVAL VALOR,9236389.0,Panama,110239.0,Passenger / General Cargo Ship,2005-10-01,22:38,Indian Ocean,24° 44.00' N,79° 52.00' E,In international waters,0
CAPTAIN GEORGE I,8102256.0,Panama,36821.0,Bulk Dry / Oil Carrier,2005-05-10,13:20,North Atlantic Ocean,37° 29.00' N,26° 22.30' W,In international waters,0
LADY MAFRA,8404836.0,Panama,12549.0,"Bulk Dry (general, ore) Carrier",2006-02-19,12:00,North Atlantic Ocean,57° 38.20' N,9° 27.50' E,In international waters,0
PRIDE OF BILBAO,8414582.0,United Kingdom,37583.0,Passenger / Ro-Ro Cargo Ship,2006-02-19,12:00,North Atlantic Ocean,50° 10.00' N,5° 05.00' W,In international waters,0
BALTIC LEADER,8202692.0,Panama,27424.0,General Cargo Ship,2005-11-12,22:55,Mediterranean Sea,37° 57.00' N,23° 38.00' E,In port area,0
ANTONIS A,7923550.0,Panama,22683.0,Oil Tanker,2005-12-15,13:22,Indian Ocean,29° 53.71' N,32° 33.15' E,In international waters,0
ANDREAS K,7632436.0,Panama,10561.0,"Bulk Dry (general, ore) Carrier",2006-01-23,06:30,North Atlantic Ocean,53° 29.00' N,8° 29.40' E,In international waters,0
ANTHI H,9171383.0,Panama,6354.0,General Cargo Ship,2005-11-28,06:15,North Atlantic Ocean,41° 12.90' N,8° 48.50' W,In port area,0
APACHE I,8306711.0,Panama,4997.0,Oil Tanker,2005-09-20,22:50,Mediterranean Sea,41° 05.35' N,29° 03.85' E,In international waters,0
OCEAN ADY,8902046.0,DIS (Denmark),3332.0,General Cargo Ship,2004-09-26,05:47,North Atlantic Ocean,55° 28.50' N,8° 20.80' E,In international waters,0
MSC EYRA,8201648.0,Panama,21586.0,Container Ship,2004-10-24,22:18,North Atlantic Ocean,55° 11.55' N,11° 05.00' E,In international waters,0
ATLANTIC D,6828533.0,United Kingdom,459.0,Fish Catching Vessel,2004-03-28,18:34,North Atlantic Ocean,58° 34.00' N,1° 06.00' W,In international waters,0
STENA LYNX III,9129328.0,Bahamas,4113.0,High Speed Craft,2004-08-17,14:42,North Atlantic Ocean,54° 04.70' N,5° 14.40' W,In international waters,0
ALGA,7510884.0,Saint Vincent and the Grenadines,1864.0,General Cargo Ship,2005-01-19,15:50,North Atlantic Ocean,55° 42.00' N,10° 40.00' E,In international waters,0
DISKO II,8913904.0,DIS (Denmark),1211.0,Passenger Ship,2005-05-15,13:40,North Atlantic Ocean,64° 27.00' N,50° 17.00' W,In international waters,0
FOTINI LADY,9267132.0,Liberia,42058.0,Oil Tanker,2004-09-30,13:55,North Atlantic Ocean,55° 54.00' N,10° 50.80' E,In international waters,0
SAINT NICHOLAS,8316261.0,Greece,22009.0,"Bulk Dry (general, ore) Carrier",2004-08-30,19:17,North Atlantic Ocean,55° 53.70' N,10° 56.40' E,In international waters,0
ARNGAST,5387740.0,Germany,833.0,General Cargo Ship,2005-08-04,10:50,North Atlantic Ocean,54° 43.00' N,10° 47.00' E,In international waters,0
THOR HAWK,9017240.0,DIS (Denmark),1964.0,General Cargo Ship,2004-06-09,09:35,Indian Ocean,11° 23.80' N,75° 27.30' E,In international waters,0
SEA VENTURER II,8502042.0,Cyprus,6395.0,General Cargo Ship,2005-01-21,07:10,North Atlantic Ocean,55° 27.00' N,10° 46.00' E,In international waters,0
SYDSTRAUM,8008412.0,NIS (Norway),1881.0,Oil Tanker,2005-12-28,04:50,North Atlantic Ocean,54° 45.00' N,11° 03.00' E,In international waters,0
POCHARD,9262534.0,Antigua and Barbuda,22655.0,"Bulk Dry (general, ore) Carrier",2005-06-26,04:40,North Atlantic Ocean,55° 54.00' N,10° 50.00' E,In international waters,0
EVER MIGHTY,9128489.0,Panama,39376.0,"Bulk Dry (general, ore) Carrier",2005-11-11,01:00,North Atlantic Ocean,55° 54.00' N,10° 51.00' E,In international waters,0
VINLAND SAGA,8126549.0,DIS (Denmark),972.0,General Cargo Ship,2005-09-05,10:00,Yellow Sea,36° 53.00' N,122° 55.00' E,In international waters,0
FELIZ I,7919822.0,Panama,23566.0,Bulk Dry / Oil Carrier,2005-11-12,12:00,Mediterranean Sea,40° 31.36' N,26° 54.22' E,In international waters,0
CHUN HO,8822260.0,Panama,13695.0,"Bulk Dry (general, ore) Carrier",2005-06-11,23:20,Indian Ocean,14° 00.00' N,125° 02.00' E,In international waters,0
CHIOS BEAUTY,7525671.0,Panama,19820.0,Bulk Dry / Oil Carrier,2005-08-29,05:50,North Atlantic Ocean,29° 57.30' N,90° 02.40' W,In international waters,0
CHEMROAD WING,9309502.0,Panama,18733.0,Chemical Tanker,2005-10-27,00:36,Indian Ocean,8° 41.50' S,115° 43.90' E,In international waters,0
CHANG AN,7900273.0,Panama,20681.0,Bulk Dry / Oil Carrier,2005-10-09,05:26,North Atlantic Ocean,17° 11.20' N,62° 51.80' W,In international waters,0
MSC KATIE,7434444.0,Panama,35599.0,Container Ship,2005-04-21,23:15,Indian Ocean,20° 08.00' S,57° 27.50' E,In port area,0
AZURE,8023979.0,Panama,35243.0,"Bulk Dry (general, ore) Carrier",2005-04-29,08:48,South America (A),35° 13.00' S,11° 05.00' W,In international waters,0
MSC CARMEN,7712561.0,Panama,20391.0,Container Ship,2005-10-12,09:55,South America (A),3° 57.90' S,4° 00.50' E,In international waters,0
INTREPID B.,9149469.0,United Kingdom,192.0,Towing / Pushing Tug,2005-02-14,07:30,North Atlantic Ocean,52° 01.00' N,4° 58.00' W,In international waters,0
ZIEMIA LODZKA,8418746.0,Liberia,17458.0,"Bulk Dry (general, ore) Carrier",2005-12-07,00:35,North Atlantic Ocean,55° 12.20' N,11° 05.50' E,In international waters,0
GRETE FIGHTER,7944762.0,DIS (Denmark),582.0,Dredger,2005-11-10,07:45,North Atlantic Ocean,58° 39.60' N,11° 12.90' E,In international waters,0
KAREN DANIELSEN,8500070.0,Bahamas,3120.0,General Cargo Ship,2005-03-03,19:07,North Atlantic Ocean,55° 18.15' N,10° 52.26' E,In international waters,0
AJAX,8218550.0,Saint Vincent and the Grenadines,14169.0,General Cargo Ship,2003-04-03,00:00,North Atlantic Ocean,55° 35.00' N,10° 48.00' E,In international waters,0
BANGA LANKA,7707645.0,Bangladesh,7560.0,General Cargo Ship,2003-05-02,00:00,Arabian Sea,12° 11.00' N,74° 07.00' E,In international waters,0
SEABO,8310853.0,Liberia,10330.0,General Cargo Ship,2003-12-24,00:00,Far East,32° 28.30' N,127° 24.40' E,In international waters,0
CALA PANAMA,9175705.0,Antigua and Barbuda,13020.0,Container Ship,2003-12-22,00:00,North Atlantic Ocean,11° 06.40' N,74° 51.30' W,In international waters,0
KINSO,7222279.0,Democratic People's Republic of Korea,1106.0,General Cargo Ship,2003-12-17,00:00,Mediterranean Sea,39° 29.80' N,25° 46.10' E,In international waters,0
PACTRADER,9157363.0,Liberia,16794.0,"Bulk Dry (general, ore) Carrier",2003-03-01,00:00,Indian Ocean,32° 09.00' S,133° 39.00' E,In port area,0
GREAT CENTURY,9206205.0,"Hong Kong, China",38426.0,"Bulk Dry (general, ore) Carrier",2003-02-26,00:00,North Atlantic Ocean,46° 28.39' N,72° 14.86' W,In international waters,0
ARKTOS II,7822419.0,United Kingdom,143.0,Fish Catching Vessel,2003-03-08,00:00,North Atlantic Ocean,58° 46.45' N,3° 15.45' E,In international waters,0
SANKO ROBUST,9074808.0,Liberia,25676.0,"Bulk Dry (general, ore) Carrier",2003-02-26,00:00,Malacca Strait,1° 14.80' N,103° 25.30' E,In international waters,0
PEPE RORO,9250438.0,France,64.0,Fish Catching Vessel,2003-02-11,00:00,North Atlantic Ocean,46° 07.00' N,2° 07.00' W,In international waters,0
ARCAY,7363633.0,Spain,542.0,Fish Catching Vessel,2003-02-16,00:00,North Atlantic Ocean,46° 32.00' N,54° 55.00' W,In international waters,0
BELEN,8836041.0,Germany,179.0,Fish Catching Vessel,2003-02-12,00:00,North Atlantic Ocean,60° 31.00' N,2° 43.00' W,In international waters,0
ACUSHNET,7929683.0,Bahamas,23709.0,Oil Tanker,2003-02-07,00:00,North Atlantic Ocean,55° 52.70' N,10° 50.70' E,In international waters,0
KEYMAR,9058828.0,Cyprus,54953.0,Oil Tanker,2003-01-31,00:00,North Atlantic Ocean,36° 53.20' N,6° 57.40' E,In international waters,0
ELANDSGRACHT,9081332.0,Netherlands,8448.0,General Cargo Ship,2003-02-02,00:00,Indian Ocean,5° 33.00' S,130° 18.00' E,In international waters,0
WHITE SEAL,7117709.0,Tonga,7037.0,Passenger / Ro-Ro Cargo Ship,2003-01-24,00:00,North Atlantic Ocean,33° 47.00' N,74° 27.00' W,In international waters,0
HERNES,7926095.0,Cyprus,4924.0,General Cargo Ship,2003-01-19,00:00,Mediterranean Sea,38° 06.00' N,13° 28.00' E,In international waters,0
EASTERN PRIDE I,7817816.0,Cambodia,4013.0,General Cargo Ship,2003-01-19,00:00,Mediterranean Sea,37° 25.00' N,23° 42.00' E,In international waters,0
GENESIS,9060156.0,United Kingdom,200.0,Fish Catching Vessel,2003-01-10,00:00,North Atlantic Ocean,58° 35.50' N,7° 39.50' W,In international waters,0
ARGANA,9000728.0,Morocco,3469.0,General Cargo Ship,2003-01-14,00:00,North Atlantic Ocean,45° 59.80' N,7° 29.70' W,In international waters,0
VERMONTBORG,9255622.0,Netherlands,6500.0,General Cargo Ship,2003-01-02,00:00,North Atlantic Ocean,49° 30.90' N,2° 51.40' W,In international waters,0
HANJIN OTTAWA,9200718.0,Germany,66278.0,Container Ship,2003-05-22,00:00,North Atlantic Ocean,51° 49.50' N,1° 59.40' E,In international waters,0
ONWARD,8957211.0,United Kingdom,171.0,Fish Catching Vessel,2003-03-08,00:00,North Atlantic Ocean,59° 21.00' N,3° 45.00' W,In international waters,0
OGAN,8029612.0,Malta,3338.0,General Cargo Ship,2003-08-09,08:30,Mediterranean Sea,36° 23.00' N,20° 22.00' E,In international waters,0
OCEAN PIONEER,7504445.0,Saint Vincent and the Grenadines,1516.0,General Cargo Ship,2003-06-24,00:00,Arabian Sea,20° 50.00' N,63° 49.00' E,In international waters,0
MEKHANIK KUZNETSOV,8225670.0,Malta,1531.0,Refrigerated Cargo Ship,2003-04-12,00:00,Mediterranean Sea,42° 10.00' N,31° 09.00' E,In international waters,0
